id,title,original_title,year,rating,rating_count,director,screenwriter,actors,genre,region,language,duration,release_date,aka,imdb,synopsis,poster_url,ranking,tags,url
1292052,肖申克的救赎, The Shawshank Redemption,1994,9.7,3285317,弗兰克·德拉邦特 Frank Darabont   主演: 蒂姆·罗宾斯 Tim Robbins,,,犯罪 剧情,美国,,,,,,希望让人自由。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p480747492.jpg,1,,https://movie.douban.com/subject/1292052/
1291546,霸王别姬,,1993,9.6,2423905,陈凯歌 Kaige Chen   主演: 张国荣 Leslie Cheung,,,剧情 爱情 同性,中国大陆 中国香港,,,,,,风华绝代。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2911205318.jpg,2,,https://movie.douban.com/subject/1291546/
1292722,泰坦尼克号, Titanic,1997,9.5,2499188,詹姆斯·卡梅隆 James Cameron   主演: 莱昂纳多·迪卡普里奥 Leonardo... 1997,,,剧情 爱情 灾难,美国,,,,,,失去的才是永恒的。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p457760035.jpg,3,,https://movie.douban.com/subject/1292722/
1292720,阿甘正传, Forrest Gump,1994,9.5,2430930,罗伯特·泽米吉斯 Robert Zemeckis   主演: 汤姆·汉克斯 Tom Hanks,,,剧情 爱情,美国,,,,,,一部美国近现代史。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2500944103.jpg,4,,https://movie.douban.com/subject/1292720/
1291561,千与千寻, 千と千尋の神隠し,2001,9.4,2537594,宫崎骏 Hayao Miyazaki   主演: 柊瑠美 Rumi Hîragi,,,剧情 动画 奇幻,日本,,,,,,最好的宫崎骏，最好的久石让。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2557573348.jpg,5,,https://movie.douban.com/subject/1291561/
1292063,美丽人生, La vita è bella,1997,9.5,1482710,罗伯托·贝尼尼 Roberto Benigni   主演: 罗伯托·贝尼尼 Roberto Beni... 1997,,,剧情 喜剧 爱情 战争,意大利,,,,,,最美的谎言。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2578474613.jpg,6,,https://movie.douban.com/subject/1292063/
1889243,星际穿越, Interstellar,2014,9.4,2184542,克里斯托弗·诺兰 Christopher Nolan   主演: 马修·麦康纳 Matthew Mc... 2014,,,剧情 科幻 冒险,美国 英国 加拿大,,,,,,爱是一种力量，让我们超越时空感知它的存在。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2614988097.jpg,7,,https://movie.douban.com/subject/1889243/
1295644,这个杀手不太冷, Léon,1994,9.4,2552894,吕克·贝松 Luc Besson   主演: 让·雷诺 Jean Reno,,,剧情 动作 犯罪,法国 美国,,,,,,怪蜀黍和小萝莉不得不说的故事。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2913554676.jpg,8,,https://movie.douban.com/subject/1295644/
3541415,盗梦空间, Inception,2010,9.4,2326110,克里斯托弗·诺兰 Christopher Nolan   主演: 莱昂纳多·迪卡普里奥 Le... 2010,,,剧情 科幻 悬疑 冒险,美国 英国,,,,,,诺兰给了我们一场无法盗取的梦。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p513344864.jpg,9,,https://movie.douban.com/subject/3541415/
1292064,楚门的世界, The Truman Show,1998,9.4,2019920,彼得·威尔 Peter Weir   主演: 金·凯瑞 Jim Carrey,,,剧情 科幻,美国,,,,,,如果再也不能见到你，祝你早安，午安，晚安。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p479682972.jpg,10,,https://movie.douban.com/subject/1292064/
1295124,辛德勒的名单, Schindler's List,1993,9.5,1247506,史蒂文·斯皮尔伯格 Steven Spielberg   主演: 连姆·尼森 Liam Neeson... 1993,,,剧情 历史 战争,美国,,,,,,拯救一个人，就是拯救整个世界。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p492406163.jpg,11,,https://movie.douban.com/subject/1295124/
3011091,忠犬八公的故事, Hachi: A Dog's Tale,2009,9.4,1543613,莱塞·霍尔斯道姆 Lasse Hallström   主演: 理查·基尔 Richard Ger... 2009,,,剧情,美国 英国,,,,,,永远都不能忘记你所爱的人。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2587099240.jpg,12,,https://movie.douban.com/subject/3011091/
1292001,海上钢琴师, La leggenda del pianista sull'oceano,1998,9.3,1880039,朱塞佩·托纳多雷 Giuseppe Tornatore   主演: 蒂姆·罗斯 Tim Roth,,,剧情 音乐,意大利,,,,,,每个人都要走一条自己坚定了的路，就算是粉身碎骨。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2914698334.jpg,13,,https://movie.douban.com/subject/1292001/
25662329,疯狂动物城, Zootopia,2016,9.3,2320898,拜伦·霍华德 Byron Howard,,,喜剧 动画 冒险,美国,,,,,,迪士尼给我们营造的乌托邦就是这样，永远善良勇敢，永远出乎意料。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2924128964.jpg,14,,https://movie.douban.com/subject/25662329/
3793023,三傻大闹宝莱坞, 3 Idiots,2009,9.2,2079080,拉库马·希拉尼 Rajkumar Hirani   主演: 阿米尔·汗 Aamir Khan,,,剧情 喜剧 爱情 歌舞,印度,,,,,,英俊版憨豆，高情商版谢耳朵。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p579729551.jpg,15,,https://movie.douban.com/subject/3793023/
2131459,机器人总动员, WALL·E,2008,9.3,1493990,安德鲁·斯坦顿 Andrew Stanton   主演: 本·贝尔特 Ben Burtt,,,科幻 动画 冒险,美国,,,,,,小瓦力，大人生。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1461851991.jpg,16,,https://movie.douban.com/subject/2131459/
1291549,放牛班的春天, Les choristes,2004,9.3,1474326,克里斯托夫·巴拉蒂 Christophe Barratier   主演: 让-巴蒂斯特·莫尼... 2004,,,剧情 音乐,法国 瑞士 德国,,,,,,天籁一般的童声，是最接近上帝的存在。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2884280708.jpg,17,,https://movie.douban.com/subject/1291549/
1307914,无间道, 無間道,2002,9.3,1565813,刘伟强,,,剧情 犯罪 惊悚,中国香港,,,,,,香港电影史上永不过时的杰作。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2597979873.jpg,18,,https://movie.douban.com/subject/1307914/
1296141,控方证人, Witness for the Prosecution,1957,9.6,743925,比利·怀尔德 Billy Wilder   主演: 泰隆·鲍华 Tyrone Power,,,剧情 犯罪 悬疑 惊悚,美国,,,,,,比利·怀德满分作品。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2927451337.jpg,19,,https://movie.douban.com/subject/1296141/
20495023,寻梦环游记, Coco,2017,9.1,1990229,李·昂克里奇 Lee Unkrich,,,喜剧 动画 奇幻 音乐,美国,,,,,,死亡不是真的逝去，遗忘才是永恒的消亡。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2461812747.jpg,20,,https://movie.douban.com/subject/20495023/
1292213,大话西游之大圣娶亲, 西遊記大結局之仙履奇緣,1995,9.2,1710158,刘镇伟 Jeffrey Lau   主演: 周星驰 Stephen Chow,,,喜剧 爱情 奇幻 古装,中国香港 中国大陆,,,,,,一生所爱。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2455050536.jpg,21,,https://movie.douban.com/subject/1292213/
5912992,熔炉, 도가니,2011,9.3,1036557,黄东赫 Dong-hyuk Hwang   主演: 孔侑 Yoo Gong,,,剧情,韩国,,,,,,我们一路奋战不是为了改变世界，而是为了不让世界改变我们。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1363250216.jpg,22,,https://movie.douban.com/subject/5912992/
6786002,触不可及, Intouchables,2011,9.3,1296569,奥利维·那卡什 Olivier Nakache,,,剧情 喜剧,法国,,,,,,满满温情的高雅喜剧。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1454261925.jpg,23,,https://movie.douban.com/subject/6786002/
1291841,教父, The Godfather,1972,9.3,1107949,弗朗西斯·福特·科波拉 Francis Ford Coppola   主演: 马龙·白兰度 M... 1972,,,剧情 犯罪,美国,,,,,,千万不要记恨你的对手，这样会让你失去理智。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p616779645.jpg,24,,https://movie.douban.com/subject/1291841/
1293172,末代皇帝, The Last Emperor,1987,9.3,1029615,贝纳尔多·贝托鲁奇 Bernardo Bertolucci   主演: 尊龙 John Lone,,,剧情 传记 历史,英国 意大利 中国大陆 法国,,,,,,“不要跟我比惨，我比你更惨”再适合这部电影不过了。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p452089833.jpg,25,,https://movie.douban.com/subject/1293172/
1295038,哈利·波特与魔法石, Harry Potter and the Sorcerer's Stone,2001,9.2,1423916,Chris Columbus   主演: Daniel Radcliffe,,,奇幻 冒险,美国 英国,,,,,,童话世界的开端。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2913781448.jpg,26,,https://movie.douban.com/subject/1295038/
1849031,当幸福来敲门, The Pursuit of Happyness,2006,9.1,1688866,加布里尔·穆奇诺 Gabriele Muccino   主演: 威尔·史密斯 Will Smith ... 2006,,,剧情 传记 家庭,美国,,,,,,平民励志片。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1312700628.jpg,27,,https://movie.douban.com/subject/1849031/
1291560,龙猫, となりのトトロ,1988,9.2,1412083,宫崎骏 Hayao Miyazaki   主演: 日高法子 Noriko Hidaka,,,动画 奇幻 冒险,日本,,,,,,人人心中都有个龙猫，童年就永远不会消失。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2540924496.jpg,28,,https://movie.douban.com/subject/1291560/
1292365,活着,,1994,9.3,971005,张艺谋 Yimou Zhang   主演: 葛优 You Ge,,,剧情 历史 家庭,中国大陆 中国香港,,,,,,张艺谋最好的电影。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2597919477.jpg,29,,https://movie.douban.com/subject/1292365/
3319755,怦然心动, Flipped,2010,9.1,2052402,罗伯·莱纳 Rob Reiner   主演: 玛德琳·卡罗尔 Madeline Carroll,,,剧情 喜剧 爱情,美国,,,,,,真正的幸福是来自内心深处。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p501177648.jpg,30,,https://movie.douban.com/subject/3319755/
1851857,蝙蝠侠：黑暗骑士, The Dark Knight,2008,9.2,1193604,克里斯托弗·诺兰 Christopher Nolan   主演: 克里斯蒂安·贝尔 Christ... 2008,,,剧情 动作 科幻 犯罪 惊悚,美国 英国,,,,,,无尽的黑暗。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p462657443.jpg,31,,https://movie.douban.com/subject/1851857/
1291552,指环王3：王者无敌, The Lord of the Rings: The Return of the King,2003,9.3,911308,彼得·杰克逊 Peter Jackson   主演: 伊利亚·伍德 Elijah Wood,,,剧情 动作 奇幻 冒险,美国 新西兰,,,,,,史诗的终章。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2642829472.jpg,32,,https://movie.douban.com/subject/1291552/
26752088,我不是药神,,2018,9.0,2351897,文牧野 Muye Wen   主演: 徐峥 Zheng Xu,,,剧情 喜剧,中国大陆,,,,,,对我们国家而言，这样的电影多一部是一部。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2527119568.jpg,33,,https://movie.douban.com/subject/26752088/
1300267,乱世佳人, Gone with the Wind,1939,9.3,796316,维克多·弗莱明 Victor Fleming,,,剧情 历史 爱情 战争,美国,,,,,,Tomorrow is another day.,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1963126880.jpg,34,,https://movie.douban.com/subject/1300267/
2129039,飞屋环游记, Up,2009,9.1,1502012,彼特·道格特 Pete Docter,,,剧情 喜剧 动画 冒险,美国,,,,,,最后那些最无聊的事情，才是最值得怀念的。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p485887754.jpg,35,,https://movie.douban.com/subject/2129039/
3742360,让子弹飞,,2010,9.0,1921723,姜文 Wen Jiang   主演: 姜文 Wen Jiang,,,剧情 喜剧 动作 西部,中国大陆 中国香港,,,,,,你给我翻译翻译，神马叫做TMD的惊喜。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1512562287.jpg,36,,https://movie.douban.com/subject/3742360/
1308807,哈尔的移动城堡, ハウルの動く城,2004,9.1,1292591,宫崎骏 Hayao Miyazaki   主演: 倍赏千惠子 Chieko Baishô,,,爱情 动画 奇幻 冒险,日本,,,,,,带着心爱的人在天空飞翔。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2907583906.jpg,37,,https://movie.douban.com/subject/1308807/
1293182,十二怒汉, 12 Angry Men,1957,9.4,579692,西德尼·吕美特 Sidney Lumet   主演: 亨利·方达 Henry Fonda,,,剧情,美国,,,,,,1957年的理想主义。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173577632.jpg,38,,https://movie.douban.com/subject/1293182/
25958717,海蒂和爷爷, Heidi,2015,9.3,783012,阿兰·葛斯彭纳 Alain Gsponer   主演: 阿努克·斯特芬 Anuk Steffen,,,剧情 冒险 家庭,德国 瑞士,,,,,,如果生活中有什么使你感到快乐，那就去做吧！不要管别人说什么。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2554525534.jpg,39,,https://movie.douban.com/subject/25958717/
21937452,素媛, 소원,2013,9.3,776927,李濬益 Jun-ik Lee   主演: 薛景求 Kyung-gu Sol,,,剧情,韩国,,,,,,受过伤害的人总是笑得最开心，因为他们不愿意让身边的人承受一样的痛苦。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2118532944.jpg,40,,https://movie.douban.com/subject/21937452/
1305487,猫鼠游戏, Catch Me If You Can,2002,9.1,1212523,史蒂文·斯皮尔伯格 Steven Spielberg   主演: 莱昂纳多·迪卡普里奥 L... 2002,,,传记 犯罪 剧情,美国 加拿大,,,,,,骗子大师和执著警探的你追我跑故事。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p453924541.jpg,41,,https://movie.douban.com/subject/1305487/
1291583,天空之城, 天空の城ラピュタ,1986,9.2,1010085,宫崎骏 Hayao Miyazaki   主演: 田中真弓 Mayumi Tanaka,,,动画 奇幻 冒险,日本,,,,,,对天空的追逐，永不停止。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2892409201.jpg,42,,https://movie.douban.com/subject/1291583/
1291858,鬼子来了,,2000,9.3,716007,姜文 Wen Jiang   主演: 姜文 Wen Jiang,,,剧情 喜剧,中国大陆,,,,,,对敌人的仁慈，就是对自己残忍。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2930874010.jpg,43,,https://movie.douban.com/subject/1291858/
26387939,摔跤吧！爸爸, Dangal,2016,9.0,1746880,涅提·蒂瓦里 Nitesh Tiwari   主演: 阿米尔·汗 Aamir Khan,,,剧情 传记 运动 家庭,印度,,,,,,你不是在为你一个人战斗，你要让千千万万的女性看到女生并不是只能相夫教子。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2401676338.jpg,44,,https://movie.douban.com/subject/26387939/
1929463,少年派的奇幻漂流, Life of Pi,2012,9.1,1490872,李安 Ang Lee   主演: 苏拉·沙玛 Suraj Sharma,,,剧情 奇幻 冒险,美国 中国台湾 英国 加拿大,,,,,,瑰丽壮观、无人能及的冒险之旅。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1784592701.jpg,45,,https://movie.douban.com/subject/1929463/
1296736,钢琴家, The Pianist,2002,9.3,751108,罗曼·波兰斯基 Roman Polanski   主演: 艾德里安·布洛迪 Adrien Brod... 2002,,,剧情 传记 战争 音乐,英国 法国 波兰 德国 美国,,,,,,,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1381339291.jpg,46,,https://movie.douban.com/subject/1296736/
1291572,指环王2：双塔奇兵, The Lord of the Rings: The Two Towers,2002,9.2,858279,彼得·杰克逊 Peter Jackson   主演: 伊利亚·伍德 Elijah Wood,,,剧情 动作 奇幻 冒险,美国 新西兰,,,,,,承前启后的史诗篇章。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2640236255.jpg,47,,https://movie.douban.com/subject/1291572/
1291548,死亡诗社, Dead Poets Society,1989,9.2,884867,彼得·威尔 Peter Weir   主演: 罗宾·威廉姆斯 Robin Williams,,,剧情,美国,,,,,,当一个死水般的体制内出现一个活跃的变数时，所有的腐臭都站在了光明的对面。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2575465690.jpg,48,,https://movie.douban.com/subject/1291548/
